,townland,town,population,lat,lng
753,Dresnagh,Urney West,11.0,54.7835637,-7.584374299695781
754,Dristernan,Gleneely,255.0,55.2405929,-7.142761479838704
755,Dromore (ED Ballintra),Ballintra,18.0,54.571389,-8.155
756,Dromore (ED Clonleigh North),Clonleigh North,13.0,54.8632271,-7.501448
757,Dromore (ED Donegal),Donegal,114.0,54.8632271,-7.501448
758,Dromore (ED Gleneely),Gleneely,241.0,54.7878159,-7.689093695482672
759,Dromore (ED Magheraboy),Magheraboy,195.0,54.9438581,-7.672264599999999
760,Dromore (ED Tantallon),Tantallon,50.0,54.63758965,-8.224020339400504
761,Dromore (ED Templedouglas),Templedouglas,38.0,55.01370475,-7.816158434161703
762,Dromore Big,Feddyglass,15.0,54.88954595,-7.562536362606937
763,Dromore Little,Feddyglass,37.0,54.8836139,-7.5596618
764,Drum (ED Greenfort),Grianfort,24.0,55.20521030000001,-7.632251909259257
765,Drum (ED Kilgoly),Cill Ghabhlaigh,13.0,54.71876685,-8.705651482988543
766,Drumabodan,Kilmacrenan,37.0,55.042778000000006,-7.738333
767,Drumacloghan,Glenalla,60.0,55.076111,-7.638889
768,Drumacrin,Bundoran Rural/Bundoran Urban,497.0,54.479390050000006,-8.27267691074939
769,Drumadart,Inver,12.0,54.65295125,-8.313840686981798
770,Drumadoney,Tullynaught,10.0,54.65970505,-8.033961414190394
771,Drumadooey,Birdstown,104.0,55.0591555,-7.360953425536381
772,Drumaghy (ED Glengesh),Gleann Gheis,91.0,54.75999525,-8.425299228225523
773,Drumaghy (ED Tieveskeelta),Tieveskeelta,26.0,54.66438985,-8.399143548076317
774,Drumagraa,An Bhinn Bhán,11.0,54.69795065,-8.217859595091202
775,Drumalough or Lough Hill,Gleann Gheis,10.0,54.73340699999999,-8.464445
776,Drumanaught,Killymasny,96.0,54.9197286,-7.8273177
777,Drumaneany,Gleann Léithín,16.0,54.889743599999996,-8.178169948747113
778,Drumaneary,Tantallon,13.0,54.62463415,-8.233433168019081
779,Drumaneel,Ballintra,33.0,54.59317185,-8.112489641793697
780,Drumanoo,Killybegs,40.0,54.611389,-8.4675
781,Drumany (ED Magheraboy),Magheraboy,181.0,54.93598025,-7.6873673802358535
782,Drumard,Eanymore,66.0,55.0830029,-7.752813199999999
783,Drumardagh,Magheraboy,161.0,54.955276,-7.651538536549862
784,Drumark,Donegal,115.0,54.65565940000001,-8.142118468980502
785,Drumatoland,Treantaghmucklagh,66.0,54.91727125,-7.552733699562634
786,Drumatrumman,An Cheathrú Chaol,17.0,55.12733535,-7.634926033361649
787,Drumatumpher,Bonnyglen,68.0,54.66373910000001,-8.24890558143483
788,Drumaville (ED Culdaff),Culdaff,175.0,55.278332999999996,-7.236944
789,Drumaville (ED Turmone),Turmone,10.0,55.2675,-7.0816669999999995
790,Drumavish,Gleneely,21.0,54.7834598,-7.735005264512244
791,Drumavohy (ED Malin),Malin,18.0,55.329668000000005,-7.254061
792,Drumawark,Pettigoe,18.0,54.57991455,-7.813425860084561
793,Drumaweer,Moville,430.0,55.21396470000001,-7.010556005202005
794,Drumbane,Urney West,39.0,55.0938823,-7.2505955
795,Drumbar,Donegal,36.0,54.643889,-8.063611
796,Drumbaran (ED Ardara),Ard an Rátha,123.0,54.7604631,-8.414202049929477
797,Drumbaran (ED Eanymore),Eanymore,68.0,54.6753306,-8.221841625581693
798,Drumbarity,Killybegs,11.0,54.6464373,-8.445559180772314
799,Drumbarnet,Killea,21.0,54.98012979999999,-7.561617
800,Drumbarnet Lower,Newtown Cunningham,7.0,54.980419700000006,-7.561356860336617
801,Drumbarnet Middle,Newtown Cunningham,20.0,54.97186605,-7.57187882712912
802,Drumbarnet Upper,Newtown Cunningham,48.0,54.963611,-7.576111
803,Drumbeagh (ED Killybegs),Killybegs,82.0,54.64234165000001,-8.444212903530254
804,Drumbeagh (ED Tantallon),Tantallon,60.0,54.6558036,-8.234705041368873
805,Drumbeg (ED Feddyglass),Feddyglass,13.0,54.88225920000001,-7.545843400000001
806,Drumbern,Millford,225.0,55.09666285,-7.691346374314781
807,Drumboarty,Eanymore,20.0,54.70415925,-8.160495325574376
808,Drumboe Lower,Stranorlar,437.0,54.80621945,-7.787162553038545
809,Drumboe Upper,Stranorlar,22.0,54.81535005,-7.783329546732625
810,Drumboghill,Dawros,12.0,54.8250257,-8.483209021135405
811,Drumbologe,Templedouglas,12.0,54.965832999999996,-7.871111
812,Drumboy (ED Clonleigh South),Clonleigh South,426.0,54.84125409999999,-7.491827827806925
813,Drumboy (ED Newtown Cunningham),Newtown Cunningham,7.0,55.015556000000004,-7.5375
814,Drumbrick,Kilmacrenan,38.0,55.04026615,-7.8102539917534735
815,Drumbristan Glebe,Ballintra,14.0,54.60109505,-8.140723720578269
816,Drumcannon,Gleneely,33.0,54.775839399999995,-7.670937278090467
817,Drumcarbit,Malin,248.0,55.303988000000004,-7.2491962353671076
818,Drumcarn,Kincraigy,47.0,54.92954855,-7.606924637814252
819,Drumcavany,Templedouglas,75.0,54.98634595,-7.8535613664735315
820,Drumchory Glebe,Ballintra,7.0,54.5964071,-8.139989550185183
821,Drumcliff,Donegal,74.0,54.65438815,-8.118863148006277
822,Drumcoe,Tantallon,64.0,54.627777,-8.262344
823,Drumconor,Tantallon,74.0,54.64444399999999,-8.255556
824,Drumcroagh,Tullynaught,11.0,54.64883965,-8.059229065467969
825,Drumcrow,Feddyglass,17.0,54.88157800000001,-7.520287542490357
826,Drumderrydonan,Allt na Péiste,29.0,54.81014685,-8.008456305044838
827,Drumdeevin,An Tearmann,31.0,55.0518143,-7.843223858240829
828,Drumdoit,Urney West,87.0,54.7731159,-7.572834599999999
829,Drumduff,Bonnyglen,36.0,54.65531205,-8.257695657691482
830,Drumdutton,Glen,6.0,55.13423365,-7.832072083301758
831,Drumearn,St. Johnstown,23.0,54.89467005,-7.47285497331589
832,Drumenan (ED Killymasny),Killymasny,84.0,54.92005500000001,-7.878885702860693
833,Drumenan (ED St. Johnstown),St. Johnstown,60.0,54.9159711,-7.473865983282473
834,Drumfad (ED Feddyglass),Feddyglass,16.0,54.87677015,-7.553866769779104
835,Drumfergus,Gleneely,68.0,54.779722,-7.6725
836,Drumfin (ED Inver),Inver,17.0,54.66016145,-8.305019781146733
837,Drumgorman (ED Tantallon),Tantallon,42.0,54.6332664,-8.2609569
838,Drumgorman Barr,Tantallon,19.0,54.642782,-8.234837162021952
839,Drumgornan,Donegal,32.0,54.6733755,-8.119245730305567
840,Drumgowan,Donegal,53.0,55.039722,-7.485833
841,Drumgreggan,Magheraboy,38.0,54.94851070000001,-7.674245114869023
842,Drumgumberland,Convoy,47.0,54.854443999999994,-7.685833000000001
843,Drumhaggart,Birdstown,134.0,55.06542835,-7.338692915008652
844,Drumhallagh Lower,Killygarvan,20.0,55.1374752,-7.5614077
845,Drumhallagh Upper,Killygarvan,31.0,55.13474905,-7.568432863890713
846,Drumharriff,Pettigoe,45.0,54.54283025,-7.838283592814061
847,Drumherrive,Glenalla,60.0,55.06908595,-7.609432775079679
848,Drumhome,Ballintra,15.0,54.5788297,-8.174908023742997
849,Druminardagh,Tullynaught,24.0,54.64407935,-8.027469985453074
850,Druminderry Upper and Lower,Illies,19.0,55.14453100000001,-7.396196891824244
851,Drumineney,Raphoe,10.0,54.854401300000006,-7.617905561084275
852,Druminnin,Clogher,136.0,54.6829973,-8.018731629700422
853,Drumirrin,Gleann Gheis,13.0,54.7851034,-8.529142527954164
854,Drumkeeghan,Donegal,12.0,54.66176779999999,-8.156921322708895
855,Drumkeelan,Tantallon,35.0,54.66551585000001,-8.207023887026093
856,Drumkeen,Convoy,282.0,54.8669884,-7.752592699999999
857,Drumlackagh,Glen,19.0,55.1347576,-7.8454578999999995
858,Drumlaghdrid,An Machaire,74.0,54.897537199999995,-8.3279865
859,Drumlaght,Donegal,24.0,54.66394560000001,-8.089085094634813
860,Drumlaghtafin,Inver,24.0,54.67755379999999,-8.2806648
861,Drumlask,Tullynaught,33.0,54.63884955,-8.066565499180314
862,Drumleavalliagh,An Craoslach,7.0,55.08196575,-7.907893742036857
863,Drumlee,Gleneely,27.0,55.23871775,-7.122612127696499
864,Drumleene,Clonleigh North,91.0,54.87564075,-7.4980246051299675
865,Drumlonagher,Donegal,121.0,54.661035899999995,-8.086803699999999
866,Drumlougher,Castleforward,25.0,54.973387,-7.491290099980754
867,Drumlurgagh,An Tearmann,25.0,55.0402947,-7.8223474806437245
868,Drummacacullen,Bonnyglen,18.0,54.67060305,-8.270746892280354
869,Drummacaladdery,Creamhghort,11.0,55.127322,-7.746949000000001
870,Drummacanoo,Templedouglas,108.0,54.960351,-7.860699
871,Drumman,Ballyarr,6.0,55.0404757,-7.706523525429133
872,Drummanus Glebe,Ballintra,11.0,54.60468535,-8.11974963246628
873,Drummay,Castleforward,20.0,54.98450250000001,-7.494986566145711
874,Drummeenanagh (ED Lough Eask),Loch Iascaigh,24.0,54.677864,-8.084166
875,Drummenny Lower,Tullynaught,46.0,54.650754299999996,-8.082007896960787
876,Drummenny Middle,Tullynaught,9.0,54.6525091,-8.064544915839349
877,Drummenny Upper,Tullynaught,10.0,54.65594399999999,-8.063328
878,Drummucklagh,Feddyglass,40.0,54.88649,-7.5381339999999994
879,Drummurphy,Cloghard,9.0,54.78555600000001,-7.630833
880,Drumnacarry (ED Bonnyglen),Bonnyglen,12.0,54.678029599999995,-8.258915034706941
881,Drumnacarry (ED Creeslough),An Craoslach,18.0,55.08689115,-7.898762310620719
882,Drumnacarry (ED Lough Eask),Loch Iascaigh,10.0,54.682366,-8.056872146591182
883,Drumnacart Mountain Pasture,Anagaire,40.0,55.00825675,-8.348376612935539
884,Drumnacraig,Fánaid Thuaidh,11.0,55.23633075,-7.620495931039822
885,Drumnacroil,Ballintra,23.0,54.58933705,-8.13309014724372
886,Drumnacross (ED Lettermore),Lettermore,12.0,54.8599659,-7.760934700000001
887,Drumnacross (ED Ardara),Ard an Rátha,35.0,54.76857385,-8.324651602808032
888,Drumnafinnagle,An Leargaidh Mhór,46.0,54.63482605,-8.573347980223787
889,Drumnagahan,Clogher,12.0,54.67382579999999,-8.053942894606566
890,Drumnagroagh,Carrickboy,18.0,54.48631375,-8.17014968617681
891,Drumnaha (ED Clonleigh South),Clonleigh South,20.0,54.84143605,-7.535820824730559
892,Drumnaha (ED Glenleheen),Gleann Léithín,7.0,54.890556000000004,-8.146666999999999
893,Drumnaha (ED Urney West),Urney West,13.0,54.7793282,-7.555036574046383
894,Drumnaheark East,Eanymore,17.0,54.6840541,-8.186069727866823
895,Drumnaheark West,Eanymore,7.0,54.68482625,-8.200631799232125
896,Drumnahoagh,Letterkenny Rural,167.0,54.94506915,-7.707699147800771
897,Drumnahough,Mín Charraigeach,12.0,54.931567,-7.900579288813812
898,Drumnahoul,Tullynaught,9.0,54.6544679,-8.047569453210865
899,Drumnakilly,Inver,46.0,54.647778,-8.304167
900,Drumnalost,Eanymore,16.0,54.67501565,-8.192837938085647
901,Drumnaraw,An Craoslach,46.0,55.09475655,-7.897884003037382
902,Drumnasillagh,Na Gleannta,336.0,54.7942856,-8.268421855298508
903,Drumnaskea (ED Castlewray),Castlewray,62.0,54.9933566,-7.670681299999999
904,Drumnatinny,Na Croisbhealaí,52.0,55.15339485,-8.102402898810446
905,Drumoghill (ED Kincraigy),Kincraigy,89.0,54.936944,-7.593611
906,Drumoghill (ED Termon),An Tearmann,23.0,55.04676895,-7.852881840107526
907,Drumrat,Donegal,41.0,54.65362629999999,-8.089695007092903
908,Drumreagh,Cill Charthaigh,20.0,54.64037325,-8.60147016802891
909,Drumroe,Cill Ghabhlaigh,44.0,54.71043570000001,-8.707690748736367
910,Drumrone,Eanymore,46.0,54.6908564,-8.197290730093169
911,Drumroosk,Donegal,10.0,54.6669587,-8.114261755479252
912,Drumroosk Middle,Donegal,324.0,54.6631181,-8.103990729261364
913,Drumroosk West,Donegal,497.0,54.66084955,-8.110294581979455
914,Drumsallagh,Mín an Lábáin,11.0,54.966899,-7.958775495125978
915,Drumskellan,Three Trees,134.0,55.0941438,-7.237727900000001
916,Drumstevlin,Donegal,39.0,54.66274035,-8.145635422795824
917,Drung (ED Redcastle),Redcastle,264.0,55.16811975,-7.188536738687757
918,Dunaff,Dunaff,139.0,55.27389,-7.503062811893605
919,Dunagard,Ardmalin,29.0,55.34964685,-7.275039639455745
920,Dundee,St. Johnstown,250.0,54.938459699999996,-7.458540662551123
921,Dundooan Lower,Ros Goill,51.0,55.22862465,-7.8036699399584295
922,Dundooan Upper,Ros Goill,22.0,55.21691915,-7.814760505163178
923,Dundrean,Birdstown,133.0,55.048502799999994,-7.354858183145182
924,Dunduffsfort,Newtown Cunningham,31.0,54.9598868,-7.566909070038255
925,Dunfanaghy,Dún Fionnachaidh,168.0,55.18338789999999,-7.9717773
926,Dunglow,An Clochán Liath,692.0,54.947435,-8.35538971357801
927,Dungorman,Cloghard,46.0,54.78565860000001,-7.627029767743268
928,Dunkineely,Dunkineely,156.0,54.6313,-8.3606983
929,Dunlewy Near,Dún Lúiche,17.0,55.0183741,-8.09429188171941
930,Dunmore (ED Annagary),Anagaire,32.0,55.0629673,-8.32968332793918
931,Dunmore (ED Carrickart),Carraig Airt,76.0,55.151819700000004,-7.8034834
932,Dunmore (ED Carrowkeel),An Cheathrú Chaol,13.0,55.123236600000006,-7.647521968966153
933,Dunmore (ED Cross Roads),Na Croisbhealaí,127.0,54.951586,-7.418467999999999
934,Dunmore (ED Killea),Killea,243.0,54.9566128,-7.4160812298349565
935,Dunmuckrum,Bundoran Rural/Ballyshannon Urban,116.0,54.486111,-8.214722
936,Dunnaloob,Urney West,36.0,54.787214899999995,-7.555241170921192
937,Dunree,Desertegny,38.0,55.197769,-7.543837137608294
938,Dunross,Culdaff,146.0,55.28020815,-7.161666466749852
939,Duntinny,Grianfort,10.0,55.19828135,-7.640778976394147
940,Dunwiley,Stranorlar,101.0,54.8192466,-7.763886437638696
941,Durnesh,Ballintra,13.0,54.569033450000006,-8.194811698040432
942,Eddrim Glebe,Donegal,52.0,54.66235385,-8.168146091667793
943,Eden,Dawros,18.0,54.82578795,-8.513756678487308
944,Edenacarnan South,Edenacarnan,14.0,54.98576335,-7.768353449165247
945,Edenagor,Carrickboy,21.0,54.4879931,-8.125333471271832
946,Edenamoghil,Gleneely,50.0,54.76201455,-7.709062256164946
947,Edenamuck,Eanymore,12.0,54.67690435,-8.20901904840321
948,Edenfinfreagh,An Ghrafaidh,8.0,54.79841345,-8.158500586097112
949,Edenmore (ED Clonleigh North),Clonleigh North,38.0,54.85137905,-7.491318419850694
950,Edenmore (ED Gleneely),Gleneely,68.0,54.79483305,-7.74765264091052
951,Edergole (ED Glengesh),Gleann Gheis,71.0,54.75235335,-8.418639989005474
952,Edergole (ED Lough Eask),Loch Iascaigh,5.0,54.73088520000001,-8.0452826
953,Eighterross,Castlewray,20.0,54.9889618,-7.645645699999999
954,Elaghbeg,Birdstown,178.0,55.04806800000001,-7.385967
955,Eleven Ballyboes,Greencastle,331.0,55.2091164,-6.9733356122982455
956,Ellistrin Big,Gortnavern,25.0,55.00081555,-7.720900542121428
957,Ellistrin Little,Gortnavern,27.0,54.99798145,-7.728656491677136
958,Elly,Killygarvan,12.0,55.13012455,-7.589455182428021
959,Errarooey Beg,Dún Fionnachaidh,23.0,55.1557169,-8.062690461291622
960,Errarooey More,Dún Fionnachaidh,40.0,55.1650306,-8.055792709979677
961,Errity,Manorcunningham,18.0,54.95083225,-7.610573921388028
962,Errity Churchland,Manorcunningham,65.0,54.9536603,-7.615471182512564
963,Eskaheen,Kilderry,202.0,55.09867730000001,-7.2861498027867775
964,Evishbreedy,Illies,11.0,55.179288899999996,-7.315968186273223
965,Faiafannan,Killybegs,26.0,54.66182025,-8.432632768377287
966,Falbane,Mín an Lábáin,29.0,54.97739985,-7.908641888127911
967,Falcarragh,Na Croisbhealaí,118.0,55.136161,-8.103109700000001
968,Falchorrib,An Machaire,45.0,54.89757575,-8.39333844897388
969,Fallagowan (Aran Island),Árainn Mhór,38.0,54.9815404,-8.494344357430101
970,Fallard or Calhame,Gortnavern,115.0,54.988910100000005,-7.720291800000001
971,Fallask,Illies,44.0,55.179722,-7.406944
972,Fanaghans,Inver,92.0,54.644645,-8.299368630501245
973,Fanavolty,Fánaid Thuaidh,11.0,55.2339468,-7.687365048676562
974,Farnagh,Rathmelton,28.0,55.0366939,-7.59235915722189
975,Farragans (ED Lettermacaward),Leitir Mhic an Bhaird,32.0,54.85558215,-8.341140556160784
976,Farranmacbride,Cill Ghabhlaigh,5.0,54.714093999999996,-8.721227988856995
977,Faugher,Cill Ghabhlaigh,14.0,55.172778,-7.9166669999999995
978,Fawans,An Tearmann,24.0,55.06490185,-7.817410399749465
979,Fawnaboy,Gort an Choirce,129.0,55.0871613,-8.132972800000001
980,Fawninoughan,Glenalla,41.0,55.06638805,-7.666481210723393
981,Fawnmore,Dún Fionnachaidh,34.0,55.1568611,-8.039075605717407
982,Faymore,An Craoslach,45.0,55.12432285,-7.947084141200019
983,Feddyglass,Feddyglass,22.0,54.87633235,-7.531886451853295
984,Fegart,Ballyliffin,61.0,55.2983544,-7.323030276923079
985,Figart (ED Dunfanaghy),Dún Fionnachaidh,50.0,55.17991530000001,-7.987538077987944
986,Figart (ED Figart),Figart,42.0,54.85918905,-7.630678486759929
987,Figary,Fahan,190.0,55.08966345,-7.472680311379659
988,Fincashel,Pettigoe,10.0,54.55373865,-7.8791781727248065
989,Findrum,Convoy,33.0,54.8467718,-7.674292799023683
990,Finnabanes,Clogher,95.0,54.671110999999996,-8.035833
991,Finnadoos,Tullynaught,51.0,54.66626095,-8.02565642773221
992,Finnadork Glebe,Convoy,16.0,54.8765817,-7.69749176501129
993,Finner,Bundoran Rural/Bundoran Urban,528.0,54.5290697,-8.2268451
994,Fintown,Baile na Finne,88.0,54.87055600000001,-8.113333
995,Fintragh,Crownarad,275.0,54.66064735000001,-8.50338613881549
996,Flemingstown,Figart,7.0,54.8792654,-7.668951491176479
997,Foffanagh,Illies,69.0,55.1566804,-7.399012
998,Forquar,Millford,343.0,55.08122335,-7.6951152206990185
999,Fortstewart,Rathmelton,12.0,55.03063235,-7.572240301773927
1000,Foxhall,Templedouglas,24.0,54.9413277,-7.8411366
1001,Foyagh,Ballintra,16.0,54.5676698,-8.1723145
1002,Foyfin,Urney West,25.0,54.7884093,-7.572953712748151
1003,Fraugher,Ards,65.0,55.17077,-7.922206
1004,Freehold,Gleneely,16.0,55.2542774,-7.176763092133349
1005,Friary,Loch Iascaigh,88.0,54.70141945,-8.062228429617539
1006,Fycorranagh,Corravaddy,40.0,54.92788705,-7.7147425343020055
1007,Gaddyduff,Straid,222.0,55.2650512,-7.412239303850102
1008,Galdonagh,Treantaghmucklagh,146.0,54.9470377,-7.565369739467897
1009,Galdonagh Glebe,Treantaghmucklagh,63.0,54.93331365,-7.56934633565237
1010,Galwolie (ED Cloghan),An Clochán,26.0,54.858408999999995,-7.944602000000001
1011,Galwolie (ED Lettermacaward),Leitir Mhic an Bhaird,47.0,54.87840545,-8.274376461583005
1012,Gannew and Curreen,Málainn Bhig,50.0,54.70179355000001,-8.711803607536513
1013,Gargrim,Eanymore,38.0,54.67817940000001,-8.245473525578472
1014,Garrisonhill,Gleneely,24.0,54.7908844,-7.6990929315428795
1015,Garrowcarry,Edenacarnan,95.0,54.98028705,-7.7966645425919054
1016,Garrygort,Millford,18.0,55.101389000000005,-7.672778
1017,Garrymore,Millford,10.0,55.10908875,-7.6493816789028655
1018,Garshooey,Killea,59.0,54.9820003,-7.432811181419088
1019,Garvagh,Tawnawully,29.0,54.7075,-8.026667
1020,Garvan,An Clochán,35.0,54.82965825,-7.973495387010415
1021,Garvanagh,Cavangarden,50.0,54.5492907,-8.113198750347067
1022,Garvary (ED Birdstown),Birdstown,165.0,55.07333875000001,-7.385298392983367
1023,Garvegort Glebe,Ard an Rátha,30.0,54.770736899999996,-8.365775882745861
1024,Garveross,Cill Ghabhlaigh,11.0,54.715710400000006,-8.743297902781539
1025,Gilbertstown,Dunkineely,24.0,54.66436105,-8.384815289237377
1026,Gillystown,St. Johnstown,22.0,54.9053696,-7.483335367529071
1027,Glack,Críoch na Sméar,23.0,55.19519079999999,-7.5160565
1028,Glack or Bohullion,Inch Island,28.0,55.07306195,-7.500300690953244
1029,Glackadrumman,Culdaff,30.0,55.276568000000005,-7.152753
1030,Glasalt or Treanfasy,Carndonagh,83.0,55.245277,-7.319215
1031,Glasbolie,Ballintra,78.0,54.55348895,-8.15006893185337
1032,Glashagh,Mín an Chladaigh,202.0,54.9795313,-7.7843186
1033,Glashagh Beg,An Clochán,15.0,54.854964,-8.02396
1034,Glashagh More,An Clochán,19.0,54.851932999999995,-8.043708
1035,Glashbeggan,Inis Mhic an Doirn,47.0,54.9644866,-8.414383995492074
1036,Glaskeeragh,Templecarn,7.0,54.56507785,-7.99738611390682
1037,Glasly,Convoy,68.0,54.8567014,-7.683435180389428
1038,Glasmullan (ED Killea),Killea,13.0,54.94784035,-7.411167272464503
1039,Glasmullan (ED Mintiaghs),Mintiaghs,57.0,55.2144269,-7.4101550000000005
1040,Glassan,Críoch na Sméar,11.0,55.0898718,-7.9461283839799695
1041,Glasserchoo,Gort an Choirce,154.0,55.1403712,-8.206375860993802
1042,Glebe (ED Carndonagh),Carndonagh,54.0,55.27027235,-7.287847213236207
1043,Glebe (ED Castlewray),Castlewray,604.0,54.95793145,-7.688594779704405
1044,Glebe (ED Clonleigh North),Clonleigh North,18.0,54.85361999999999,-7.4966800000000005
1045,Glebe (ED Cross Roads),Na Croisbhealaí,12.0,55.137845,-8.127592103645114
1046,Glebe (ED Desertegny),Desertegny,36.0,55.18291415,-7.510471352778696
1047,Glebe (ED Donegal),Donegal,245.0,54.955670700000006,-7.454220288700348
1048,Glebe (ED Fahan),Fahan,9.0,55.0821794,-7.459139537842446
1049,Glebe (ED Killybegs),Killybegs,70.0,54.6277693,-8.44571118569857
1050,Glebe (ED Rosguill),Ros Goill,24.0,55.2182478,-7.824448895927968
1051,Glebe (ED Stranorlar),Stranorlar,205.0,54.80603025,-7.760496302744657
1052,Glebe Large,Fahan,18.0,55.07832835,-7.4527858230256605
1053,Glen,Tantallon,20.0,54.6480513,-8.177429263740803
1054,Glen Lower,Rathmelton,39.0,55.04524250000001,-7.674854724853146
1055,Glenalla,Glenalla,79.0,55.09958385,-7.623929540731144
1056,Glencar Irish,Letterkenny Rural,1008.0,54.9644086,-7.750223299999999
1057,Glencar Scotch,Letterkenny Rural,1921.0,54.9631905,-7.7655659
1058,Glencash,Clonleigh North,59.0,54.8655978,-7.492445560879425
1059,Glencaw,Whitecastle,14.0,55.1520654,-7.1916289
1060,Glencoagh,Tantallon,136.0,54.6557514,-8.201496476595743
1061,Glencovet,Knock,90.0,54.78582735,-7.7587522735550705
1062,Glencross,Rathmullan,24.0,55.11486729999999,-7.560696341608965
1063,Glencrow,Castlecary,150.0,55.1951777,-7.0607576086105075
1064,Gleneely,Gleneely,32.0,54.766667000000005,-7.683333
1065,Glenfad,Clonleigh North,49.0,54.86718835,-7.4678713186432555
1066,Glengad,Carthage,543.0,55.32094300000001,-7.180585000000001
1067,Glengesh,Gleann Gheis,62.0,54.740832999999995,-8.446944
1068,Glengillagrana High,Glen,55.0,55.1313084,-7.7967019808890745
1069,Glenieraragh,Glen,54.0,55.1,-7.816667
1070,Glenkeen,Millford,24.0,55.08233945,-7.679410077309351
1071,Glenkeeragh,Templedouglas,72.0,54.95359605,-7.833142416477065
1072,Glenkeeran,Magheraboy,13.0,54.9032113,-7.684014331164852
1073,Glenkeo (ED Carrickart),Carraig Airt,30.0,55.15526070000001,-7.789600900000001
1074,Glenkeo (ED Edenacarnan),Edenacarnan,27.0,54.96897525,-7.795772681721685
1075,Glenleary,Rathmelton,99.0,55.164194499999994,-7.673532799999999
1076,Glenlee,Killybegs,11.0,54.629129000000006,-8.466631816976964
1077,Glenmacannive,Na Gleannta,17.0,54.8054004,-8.262244828875108
1078,Glenmakee,Carndonagh,152.0,55.25816460000001,-7.305145817256228
1079,Glenmaquin Upper,Kincraigy,30.0,54.891733900000006,-7.653322266474738
1080,Glenmaquin Lower,Kincraigy,146.0,54.90515920000001,-7.660683822293304
1081,Glenmenagh,Glen,29.0,55.12383345,-7.803614433165566
1082,Glennagiveny,Greencastle,24.0,55.24187439999999,-6.996695195437948
1083,Glennahilt,Inis Mhic an Doirn,14.0,54.99369835,-8.42812209378576
1084,Glenree,Carraig Airt,30.0,55.152778000000005,-7.826389
1085,Glentidaly,Glenalla,11.0,55.08288055,-7.631168141273386
1086,Glentidaly Glebe,Glenalla,25.0,55.08738145,-7.643251786755352
1087,Glentown,Treantaghmucklagh,18.0,54.888296999999994,-7.5854466
1088,Glinsk,Fánaid Thiar,48.0,55.208611,-7.781944
1089,Gobnascale,Convoy,8.0,54.853456900000005,-7.718876914316239
1090,Gola,Machaire Chlochair,5.0,55.08843375,-8.365272936516316
1091,Goladoo,Tawnawully,18.0,54.71777005,-8.034667978735502
1092,Golan,Millford,41.0,55.09093539999999,-7.751145364903582
1093,Goland,Goland,121.0,54.77963810000001,-7.832557063972682
1094,Golard,Laghy,23.0,54.62602585000001,-8.047636857912593
1095,Goldrum,Loch Caol,39.0,55.06490185,-7.809002956365774
1096,Goorey,Malin,7.0,55.3079746,-7.302062264172005
1097,Gort (ED Straid),Straid,4.0,55.242431999999994,-7.446341
1098,Gort Glebe,Raphoe,22.0,54.8683186,-7.612988006007121
1099,Gortahork (ED Gleneely),Gleneely,48.0,54.75761585,-7.747941216933035
1100,Gortahork (ED Gortahork),Gort an Choirce,109.0,55.119517,-8.1344091
1101,Gortalaban,Edenacarnan,22.0,54.9900627,-7.78207605650033
1102,Gortalia,An Leargaidh Mhór,8.0,54.6212436,-8.563413397419389
1103,Gortanny,Whitecastle,77.0,55.13308539999999,-7.217821569205454
1104,Gortaquigley,Raphoe,17.0,54.870693,-7.582658687184871
1105,Gortaward,Tantallon,18.0,54.64273000000001,-8.262355078541946
1106,Gortaway,Rathmelton,26.0,55.034167000000004,-7.588333
1107,Gortcally,An Cheathrú Chaol,53.0,55.13405435,-7.631021476161248
1108,Gortcormacan,Birdstown,29.0,55.0705301,-7.339612400000001
1109,Gortgarra (Aran Island),Árainn Mhór,44.0,54.98250935,-8.503537580399673
1110,Gortin,Ballyarr,35.0,54.818008,-7.575814200000001
1111,Gortin North,Clonleigh North,81.0,54.85673075,-7.528344628308189
1112,Gortin South,Clonleigh South,6.0,54.81557455,-7.57489240298913
1113,Gortiness,Allt na Péiste,32.0,54.82482445,-7.93164869643627
1114,Gortinlieve,Killea,16.0,55.0033679,-7.435760232392559
1115,Gortinreagh,Clonleigh North,37.0,54.85280255,-7.5546932775286555
1116,Gortleck,Desertegny,90.0,55.0971491,-7.7420739
1117,Gortlee,Letterkenny Rural,565.0,54.956825,-7.7243966
1118,Gortletteragh,Stranorlar,12.0,54.81568445,-7.73142658447617
1119,Gortlosky,Donegal,62.0,54.669930900000004,-8.105415366057175
1120,Gortlush,Castleforward,23.0,55.00128660000001,-7.467020699999999
1121,Gortmacall Beg,Millford,100.0,55.08568955,-7.712671487415798
1122,Gortmacall More,Millford,32.0,55.076735,-7.719015
1123,Gortnabrade,Carraig Airt,108.0,55.15928115,-7.7734564166522375
1124,Gortnacart Glebe,Ard an Rátha,18.0,54.759088600000005,-8.34519646714261
1125,Gortnacor,Grianfort,32.0,55.2008544,-7.646255888007087
1126,Gortnacorrib,Edenacarnan,72.0,54.97593955,-7.782234256374101
1127,Gortnagrace,Urney West,21.0,54.753715899999996,-7.59017721626368
1128,Gortnaleck,Críoch na Sméar,63.0,55.097626600000005,-7.980919782496914
