,townland,town,population,lat,lng
377,Carrick Lower,Gleann Cholm Cille,147.0,54.66156215,-8.652589847357293
378,Carrick Upper,Gleann Cholm Cille,181.0,54.612058600000005,-8.0943224
379,Carrick (ED Cranford),Creamhghort,67.0,55.165902100000004,-7.746583887987758
380,Carrick (ED Killygordon),Killygordon,49.0,54.80768135,-7.6177163179601886
381,Carrick (ED Meenaclady),Mín an Chladaigh,341.0,55.139437,-8.23033
382,Carrick (ED Templedouglas),Templedouglas,58.0,54.9980605,-7.864433393666232
383,Carrick Upper and Lower Barr,Laghy,23.0,54.61411045,-8.000227179396862
384,Carrick West,Laghy,36.0,54.6104515,-8.110720915010129
385,Carrickabraghy,Ballyliffin,16.0,55.31102335,-7.364885878912911
386,Carrickadawson,Feddyglass,35.0,54.903338,-7.556360000000001
387,Carrickafodan (ED Gleneganon),Glennagannon,200.0,55.26347320000001,-7.238382878152869
388,Carrickanee,Inch Island,60.0,55.062358200000006,-7.473158948875764
389,Carrickart,Carraig Airt,274.0,55.17717510000001,-7.794139200000001
390,Carrickatimpan,Mín an Lábáin,8.0,54.9683659,-8.059601977815008
391,Carrickatlieve Glebe,Ard an Rátha,31.0,54.73474615,-8.322725174184644
392,Carrickballydooey,Kincraigy,20.0,54.939718500000005,-7.612903724227848
393,Carrickboy,Ballyshannon Urban,372.0,54.4957885,-8.19629785430606
394,Carrickbrack (Raphoe North By),Convoy,27.0,54.849722,-7.643333
395,Carrickbrack (Raphoe South By),Convoy,45.0,54.849722,-7.643333
396,Carrickbreeny,Ballintra,15.0,54.58954805,-8.101548734743723
397,Carrickfin,Anagaire,12.0,55.05349939999999,-8.33102367011492
398,Carrickmagrath,Goland,232.0,54.7765986,-7.809754671577358
399,Carrickmaquigley,Redcastle,210.0,55.17939079999999,-7.155176899568772
400,Carrickmore,St. Johnstown,58.0,54.6329156,-7.9535132
401,Carricknagore,Killybegs,83.0,54.649848,-8.412672
402,Carricknahorna,Cavangarden,48.0,54.9616755,-8.5017229
403,Carricknamanna,Killygordon,109.0,54.8073088,-7.6976510992376115
404,Carricknamart,Kincraigy,67.0,54.91795989999999,-7.613472583765968
405,Carricknamoghil,Killybegs,65.0,54.6730338,-8.429813186505397
406,Carricknashane,Killygordon,62.0,54.8059272,-7.639698302471433
407,Carrickrory,Pettigoe,4.0,54.56046875,-7.869547088013072
408,Carrickshandrum,Gleneely,42.0,54.796282999999995,-7.721395569363433
409,Carrickybressil,Millford,8.0,55.081842,-7.729830000000001
410,Carrigans,Killea,165.0,54.950925899999994,-7.4294746
411,Carroghill,Mintiaghs,40.0,55.2016368,-7.384273229589227
412,Carrontlieve,Fahan,277.0,55.08314300000001,-7.46137
413,Carrowbeg,Turmone,16.0,55.2597632,-7.052420835435632
414,Carrowblagh (ED Glentogher),Glentogher,131.0,55.20341750000001,-7.2812216999999935
415,Carrowblagh (ED Turmone),Turmone,12.0,55.2452022,-7.110336026607559
416,Carrowblagh or Leckemy,Turmone,33.0,55.2452022,-7.110336026607559
417,Carrowcanon,Na Croisbhealaí,147.0,55.14523455,-8.078173802407463
418,Carrowcashel,Rathmelton,21.0,55.012337699999996,-7.619086229245398
419,Carrowen,Burt,48.0,55.030556000000004,-7.4975
420,Carrowhugh,Greencastle,97.0,55.22837955,-6.966401284112147
421,Carrowkeel (ED Carrowkeel),An Cheathrú Chaol,198.0,55.1373255,-7.6663937
422,Carrowkeel (ED Whitecastle),Whitecastle,218.0,55.1267307,-7.198558167897889
423,Carrowkeel Glebe,Grianfort,12.0,55.215281999999995,-7.689991872498203
424,Carrowmenagh,Turmone,51.0,55.25997660000001,-7.0695981
425,Carrowmore (ED Gleneely),Gleneely,120.0,55.2471532,-7.2031103245318135
426,Carrowmore (ED Malin),Malin,141.0,55.3100614,-7.257240042216813
427,Carrowmore or Glentogher,Glentogher,73.0,55.17851435,-7.257966984142159
428,Carrowmullin,Fahan,76.0,55.09230325,-7.45774597593932
429,Carrownaff,Castlecary,119.0,55.18526310000001,-7.059243870726345
430,Carrownaganonagh,Loch Caol,29.0,55.08359889999999,-7.772226900308503
431,Carrownamaddy (ED Burt),Burt,94.0,55.03736995,-7.423168856203393
432,Carrownamaddy (ED Creenasmear),Críoch na Sméar,31.0,55.131869900000005,-7.970595727820115
433,Carrownasaul,Loch Caol,22.0,55.067789000000005,-7.779498009418606
434,Carrowreagh (ED Burt),Burt,135.0,55.024915,-7.414412701740884
435,Carrowreagh (ED Gleneganon),Glennagannon,192.0,55.22054375,-7.236504122154146
436,Carrowreagh (ED Knockalla),Cnoc Colbha,14.0,55.15306355,-7.593032804159298
437,Carrowreagh or Craignacally,Ballyliffin,68.0,55.298733,-7.3370690000000005
438,Carrowtrasna (ED Gartan),Gartán,25.0,55.02032850000001,-7.904984875793607
439,Carrowtrasna (ED Greencastle),Greencastle,74.0,55.23528765,-6.959279684721403
440,Carryblagh,Grianfort,27.0,55.223611,-7.623056
441,Carrygally,Corravaddy,70.0,54.93167165,-7.720278195061505
442,Carrygalt,Rathmelton,9.0,55.025608999999996,-7.598121700069307
443,Carthage,Carthage,181.0,55.305275449999996,-7.177225984600693
444,Casey Glebe,Dún Fionnachaidh,39.0,55.16705195,-7.965393361865578
445,Cashel (ED Ballyshannon Rural),Ballyshannon Rural,67.0,54.53694399999999,-8.201944000000001
446,Cashel (ED Doe Castle),Caisleán na dTuath,52.0,55.13504770000001,-7.864141830945713
447,Cashel (ED Dunlewy),Dún Lúiche,73.0,55.11291325,-8.13134010039915
448,Cashel (ED Gleneely),Gleneely,78.0,55.259313,-7.212301686724227
449,Cashel (ED Glentogher),Glentogher,65.0,55.223333,-7.274444
450,Cashel (ED Malinbeg),Málainn Bhig,116.0,54.6938561,-8.717959258557043
451,Cashel (ED Mulmosog),Maol Mosóg,30.0,54.737221999999996,-8.420556
452,Cashel Glebe,Fánaid Thiar,18.0,55.23455105,-7.73995596089095
453,Cashelard,Cliff,186.0,54.52054445,-8.082464025
454,Cashelcarn,Cill Charthaigh,45.0,54.64222585,-8.585502107417465
455,Cashelcummin,Killybegs,55.0,54.6394312,-8.449431353811567
456,Casheleenan,Loch Caol,36.0,55.06713245,-7.798485227422311
457,Cashelenny,Grousehall,8.0,54.61336945,-7.7329672054464496
458,Cashelfean,Dunkineely,29.0,54.63884175,-8.357951409658657
459,Cashelgay,Edenacarnan,43.0,55.0040635,-7.75841930298021
460,Cashelgolan,Maas,24.0,54.8407679,-8.406587599999998
461,Cashelin,Cloghard,10.0,54.7781404,-7.625003114863048
462,Cashellackan,Ballyshannon Rural,26.0,54.526111,-8.196667
463,Cashelmore,Ards,87.0,55.216072700000005,-7.731683
464,Cashelnagor,Dún Lúiche,73.0,55.0866642,-8.1274161
465,Casheloogary,Inver,56.0,54.683648600000005,-8.302211326304445
466,Cashelpreaghan,Grianfort,14.0,55.21294125,-7.658072837339778
467,Cashelreagh,Templedouglas,29.0,54.94565335,-7.865009275226782
468,Cashelreagh Glebe,Killybegs,42.0,54.65227545000001,-8.396695113019128
469,Cashelshanaghan,Castlewray,189.0,54.999178,-7.66122
470,Casheltown (ED Corkemore),Corkermore,37.0,54.659628000000005,-8.36833
471,Castlebane (ED Dunfanaghy),Dún Fionnachaidh,15.0,55.16780295,-8.003290005035977
472,Castlebane (ED Stranorlar),Stranorlar,25.0,54.81364485,-7.744823274775218
473,Castleblaugh,Newtown Cunningham,40.0,54.96455985,-7.553929084136213
474,Castlecooly,Burt,55.0,55.025572700000005,-7.470586891677362
475,Castledoe,Caisleán na dTuath,44.0,55.13600175000001,-7.870205658545988
476,Castledowey,Treantaghmucklagh,95.0,54.922141,-7.5639806
477,Castlefinn,Castlefinn,186.0,54.80338470000001,-7.5931697
478,Castleforward Demesne,Castleforward,79.0,54.999803,-7.4926262999999995
479,Castlequarter (ED Fahan),Fahan,4.0,55.07621120000001,-7.444744123272597
480,Castlequarter (ED Inch Island),Inch Island,36.0,55.05478589999999,-7.4965209
481,Castlethird,Killea,54.0,54.951621499999995,-7.478581778878597
482,Castletown,St. Johnstown,34.0,54.923619099999996,-7.490993590764905
483,Castlewray,Castlewray,36.0,54.980270700000005,-7.6559873
484,Castruse,Killea,19.0,54.99610965,-7.422555721278392
485,Cavan (ED Clonleigh North),Clonleigh North,65.0,54.86273135,-7.503206263345401
486,Cavan (ED Dunkineely),Dunkineely,14.0,54.61680645,-8.360227196510298
487,Cavan Lower,Killygordon,77.0,54.8054303,-7.71892211818276
488,Cavan Upper,Killygordon,57.0,54.82133745,-7.704851088884602
489,Cavanacaw,St. Johnstown,47.0,54.8932667,-7.486916924536965
490,Cavanacor,Clonleigh North,5.0,54.84865245,-7.515162775189958
491,Cavanaweery,Urney West,16.0,54.79119470000001,-7.580964808491371
492,Cavangarden,Cavangarden,75.0,54.530556000000004,-8.141111
493,Cherrymount,Carrickboy,18.0,54.492014000000005,-8.155031
494,Church Hill,Mín an Lábáin,77.0,54.9890495,-7.8913814
495,Churchland Quarters,Carndonagh,1919.0,55.253038000000004,-7.261102
496,Churchtown (ED Clonleigh South),Clonleigh South,7.0,54.8088743,-7.530408199999999
497,Churchtown (ED Gartan),Gartán,16.0,55.0172378,-7.923751062626756
498,Claggan (ED Dunfanaghy),Dún Fionnachaidh,44.0,55.2030191,-7.9915304
499,Claggan (ED Greenfort),Grianfort,13.0,55.20867505,-7.639419734249005
500,Claggan (ED Millford),Millford,17.0,55.0965369,-7.669854244467744
501,Claggan South,Mín an Lábáin,21.0,54.97991125,-7.933668697525045
502,Clanboorhin,Donegal,30.0,54.678577100000005,-8.141482509069286
503,Claragh,Ballyarr,9.0,55.302198600000004,-7.335171000000001
504,Clarcam,Clogher,65.0,54.66623165,-8.053605282456175
505,Clarcarricknagun,Donegal,49.0,54.6580655,-8.07748841144798
506,Clardrumnagahan,Clogher,12.0,54.67489845,-8.06587593696435
507,Clare,Castlecary,140.0,55.1829967,-7.114790433714248
508,Clarlougheask,Clogher,33.0,54.6791377,-8.051497231278029
509,Clashygowan,St. Johnstown,13.0,54.94124100000001,-7.485499666729199
510,Cleenagh,Illies,70.0,55.15060935,-7.4111900412997285
511,Cleenderry,An Machaire,26.0,54.9252625,-8.416511785
512,Cleengort,Na Gleannta,19.0,54.84814935,-8.287899555156546
513,Clehagh,Straid,195.0,55.270007799999995,-7.4375101
514,Cloghan,Cill Ghabhlaigh,5.0,54.8420105,-7.9360755
515,Cloghan Beg,An Clochán,88.0,54.84253705,-7.930885976207008
516,Cloghan More,An Clochán,32.0,54.8341681,-7.921205154551367
517,Cloghbolie (ED Ballyshannon Rural),Ballyshannon Rural,39.0,54.53236015,-8.2458777071875
518,Cloghbolie (ED Maghery),An Machaire,16.0,54.8928481,-8.3042114
519,Cloghboy,Gleann Gheis,50.0,54.775,-8.492778
520,Cloghcor (Aran Island),Árainn Mhór,21.0,54.97669079999999,-8.492403300000001
521,Clogher,Clogher,134.0,54.837222,-8.425556
522,Clogher West,Maas,26.0,54.8336995,-8.424160369284145
523,Clogheravaddy,Bonnyglen,15.0,54.71149795,-8.271529751582682
524,Clogherdillure,Inis Mhic an Doirn,12.0,54.9909875,-8.418242006569766
525,Cloghfin (ED Castlefinn),Castlefinn,48.0,54.794167,-7.551944000000001
526,Cloghfin (ED Clonleigh North),Clonleigh North,49.0,54.843889000000004,-7.576111
527,Cloghfin (ED Killea),Killea,89.0,54.9464502,-7.4420678869955506
528,Cloghglass,Inis Mhic an Doirn,45.0,55.0834152,-7.7404329
529,Cloghgore,Convoy,9.0,54.87516915,-7.687284013280361
530,Cloghore,Carrickboy,67.0,54.483332999999995,-8.1
531,Cloghroe (ED Edenacarnan),Edenacarnan,18.0,55.009935899999995,-7.7827363169680766
532,Cloghroe (ED Lettermore),Lettermore,102.0,54.851389000000005,-7.777778
533,Clonbara,Na Croisbhealaí,60.0,55.12074499999999,-8.083096000000001
534,Clonbeg Glebe,An Craoslach,20.0,55.1365135,-7.909222984487501
535,Clonca,Culdaff,65.0,55.27072605,-7.180657636730585
536,Cloncarney,Templedouglas,61.0,55.012819400000005,-7.847974423373621
537,Clonclayagh,An Clochán,34.0,54.8346572,-7.94325899727715
538,Clonconwal,Ard an Rátha,17.0,54.77893185,-8.370036134388915
539,Clondallan,Rathmullan,30.0,55.129721499999995,-7.53669563907394
540,Clonkilly More,Kilmacrenan,43.0,55.035363,-7.804245207183207
541,Clonmany Glebe,Straid,75.0,55.2377051,-7.424356480174563
542,Clonmass,Ards,35.0,55.16842095,-7.896831204788986
543,Clonmore,Ards,23.0,55.13854015,-7.921334175161439
544,Clontallagh,Ros Goill,31.0,55.21202485000001,-7.820088930347271
545,Clontyseer,Carrickboy,25.0,54.4769788,-8.159172066182082
546,Cloon,Castleforward,19.0,54.9707813,-7.4460201
547,Cloonarrell,Gleneely,15.0,54.7773693,-7.659982432246243
548,Clooney (ED Maas),Maas,35.0,54.839167,-8.409444
549,Clooney (ED Rathmelton),Rathmelton,74.0,55.054722,-7.638056
550,Clooney and Gortnamona,Fánaid Thiar,7.0,55.20269355,-7.731971026843762
551,Cloontagh,Ballyliffin,404.0,55.2472152,-7.3675977
552,Coguish,Cró Chaorach,17.0,54.67814815,-8.57090641788815
553,Colehill,Castleforward,320.0,55.00164275,-7.507486416289448
554,Commeen (ED Cloghan),An Clochán,55.0,54.81916700000001,-7.975278
555,Commeen (ED Doocharry),An Dúchoraidh,14.0,54.948333,-8.128333
556,Common (ED Figart),Figart,69.0,54.88868645,-7.610713516979103
557,Common (ED Glengesh),Gleann Gheis,35.0,54.7431775,-8.429478943139433
558,Coneyburrow,Clonleigh South,239.0,54.82613610000001,-7.489155375212415
559,Connaghkinnagoe,Illies,43.0,55.166292000000006,-7.364707451544849
560,Contycro,Málainn Bhig,14.0,54.70100585,-8.69929221368379
561,Convoy Demesne,Convoy,34.0,54.8615858,-7.6934932085420735
562,Convoy Townparks,Convoy,652.0,54.86241305,-7.669696036146918
563,Conwal,Ballymacool,86.0,54.940647399999996,-7.780968
564,Cool Beg,Ballyshannon Rural,19.0,54.542424,-8.221009
565,Cool More,Ballyshannon Rural,24.0,54.54157325,-8.212552805411438
566,Cool Upper,Creamhghort,49.0,55.12223365,-7.725111998177884
567,Cooladawson,Killygordon,21.0,54.8120192,-7.723658787428298
568,Cooladerry (ED Fanad North),Fánaid Thuaidh,29.0,55.25875565,-7.676945184633743
569,Cooladerry (ED Raphoe),Raphoe,29.0,54.8616238,-7.602083803196095
570,Coolaghy,Feddyglass,11.0,54.8648318,-7.5714815
571,Coolatee,Clonleigh North,71.0,54.85086939999999,-7.475639291033341
572,Coolback,Grianfort,6.0,55.2296095,-7.691774780940619
573,Coolboy Big,Gortnavern,144.0,55.004568299999995,-7.742885863431116
574,Coolboy Little,Gortnavern,20.0,54.9959866,-7.7382309000000005
575,Coolcholly,Ballyshannon Rural/Ballyshannon Urban,336.0,54.50829115,-8.191851888819562
576,Coolshangan,Inver,64.0,54.6537305,-8.296447502066423
577,Coolvoy,Gleann Léithín,18.0,54.900634200000006,-8.193392401305491
578,Cooly,Castlecary,67.0,55.2045881,-7.097982534544197
579,Coolyslin,Urney West,74.0,54.787377899999996,-7.5896273
580,Copany,Tullynaught,50.0,54.64758805,-8.033252281029597
581,Cor,Leitir Mhic an Bhaird,18.0,54.847786850000006,-8.348495299994635
582,Corcam,Killygordon,6.0,54.806389,-7.7225
583,Corcashy,Convoy,13.0,54.83597075,-7.711596080054095
584,Corcreggan,Dún Fionnachaidh,27.0,55.1661398,-7.995237589384493
585,Corcullion,Castlefinn,22.0,54.80661635,-7.580047347373602
586,Corderry,Mín an Lábáin,26.0,54.975,-7.937778
587,Corgary,Knock,170.0,54.77358255,-7.790175950868656
588,Corker More,Corkermore,28.0,54.70568085,-8.357855210632184
589,Corkey,Kincraigy,94.0,54.9324889,-7.6371883805570615
590,Corlacky,An Clochán,46.0,54.82814525,-7.8896795824818975
591,Corlea (ED Cliff),Cliff,40.0,54.49576815,-8.095314950953291
592,Cormakilly,Urney West,8.0,54.779167,-7.588611
593,Cormullin,Laghy,29.0,54.62263245,-8.029590490293543
594,Cornabrogue,Gleneely,13.0,54.753333,-7.688611
595,Cornagill,Castlewray,108.0,54.9669007,-7.6717607999999995
596,Cornagillagh,Convoy,15.0,54.8855196,-7.67290521511841
597,Cornagullion,Mín an Lábáin,14.0,54.9596845,-7.949133382462963
598,Corncamble,Castleforward,5.0,54.9756257,-7.467296784587573
599,Corporation,Killybegs,585.0,54.6474467,-8.432625006453488
600,Corracramph,Tawnawully,11.0,54.71646645,-8.026986380922397
601,Corradooey (ED Convoy),Convoy,20.0,54.82992975000001,-7.6906066082913505
602,Corradooey (ED Gleneely),Gleneely,29.0,54.74032149999999,-7.693033663497204
603,Corraffrin,Knock,70.0,54.770832999999996,-7.771111
604,Corraine,Allt na Péiste,67.0,54.791412750000006,-7.8749902883926
605,Corranagh,Magheraboy,191.0,54.923874899999994,-7.709786299999999
606,Corraness Glebe,Ard an Rátha,7.0,54.764906,-8.341205
607,Corry,Grianfort,21.0,55.218599399999995,-7.649289543971309
608,Corveen (ED Clogher),Clogher,43.0,54.68444745,-8.041057685389456
609,Corveen (ED Meenaclady),Mín an Chladaigh,6.0,55.136252,-8.289342
610,Cottian,Kilmacrenan,17.0,55.0195841,-7.8015531000000005
611,Cottown,Raphoe,8.0,54.8383004,-7.596637079681838
612,Court,Loch Caol,30.0,55.06904565,-7.722166092974115
613,Coxtown,Ballintra,23.0,54.59881329999999,-8.1080425
614,Craghy (ED Dunglow),An Clochán Liath,21.0,54.94667925,-8.31032801657868
615,Craig (ED Creeslough),An Craoslach,15.0,55.10052825,-7.9233662883529865
616,Craig (ED Kilderry),Kilderry,237.0,55.05703165,-7.286825048181247
617,Craigmaddyroe Far,Rathmullan,40.0,55.08883185,-7.5889230278358655
618,Craigs (ED Figart),Figart,8.0,54.8834548,-7.596289189762702
619,Craigtown (ED Cross Roads),Na Croisbhealaí,23.0,55.12036115,-8.101291660170045
620,Craigtown (ED Fahan),Fahan,23.0,55.0868712,-7.440399969487769
621,Cranford,Creamhghort,138.0,55.143889,-7.696389
622,Crannogeboy,Gleann Gheis,47.0,54.770832999999996,-8.469167
623,Cranny Lower,Bonnyglen,106.0,54.653563600000005,-8.270243940988067
624,Cratlagh,Millford,67.0,55.101515,-7.731783691087999
625,Creaghadoos,Feddyglass,113.0,54.88666800000001,-7.493483199999999
626,Creatland,St. Johnstown,44.0,54.899596499999994,-7.48560000859562
627,Creehennan,Whitecastle,51.0,55.14209150000001,-7.187653599999999
628,Creenasmear,Críoch na Sméar,14.0,55.11223775000001,-7.962362933607053
629,Creeslough,An Craoslach,300.0,55.1222693,-7.9084618
630,Creevagh,Glen,24.0,55.138889,-7.852222
631,Creeve,Castleforward,31.0,54.938954,-7.7516569
632,Creeve (Smith),Ballymacool,576.0,54.93784305,-7.7496678961937775
633,Creeve Glebe,Ballymacool,89.0,54.93562935,-7.762083534239974
634,Creeveoughter,Cnoc Colbha,38.0,55.13973405,-7.599537950443268
635,Creevins,Tantallon,36.0,54.61929755,-8.283550967248065
636,Creevy,Ballyshannon Rural,157.0,54.5311329,-8.2472469
637,Creggan (ED Figart),Figart,19.0,54.88010485,-7.643630084501058
638,Creggan (ED Stranorlar),Stranorlar,126.0,54.8156221,-7.804663499999999
639,Crevary Lower,Rathmullan,20.0,55.08992925,-7.572829579247482
640,Crevary Upper,Rathmullan,35.0,55.09567465000001,-7.566947018750002
641,Crislaghkeel,Fahan,39.0,55.081240599999994,-7.4223569000000005
642,Crislaghmore,Fahan,108.0,55.07718275,-7.413106583011961
643,Croagh (ED Corkemore),Corkermore,34.0,54.708327000000004,-8.346636
644,Croaghan (ED Clonleigh South),Clonleigh South,8.0,54.826621100000004,-7.542979304037612
645,Croaghan (ED Rathmelton),Rathmelton,62.0,55.02994285,-7.5918424005057465
646,Croaghan (ED Rosnakill),Rosnakill,19.0,55.21273420000001,-7.698597901392064
647,Croaghbeg,An Leargaidh Mhór,22.0,54.6246809,-8.561994699999998
648,Croaghlin (ED Glencolumbkille),Gleann Cholm Cille,18.0,54.6242988,-8.667498293888242
649,Croaghlin (ED Killybegs),Killybegs,58.0,54.65017635,-8.441621524990005
650,Croaghnashallog,An Clochán Liath,120.0,54.9339391,-8.3493022
651,Croaghross,Grianfort,33.0,55.2107457,-7.623440834133613
652,Crockglass,Whitecastle,31.0,55.1407843,-7.9613803
653,Crocknagapple,Maol Mosóg,6.0,54.733332999999995,-8.335278
654,Crocknageeragh,An Clochán Liath,102.0,55.23247979999999,-7.640908199999999
655,Crocknamurleog,Ros Goill,99.0,55.19989015,-7.842314635468957
656,Crockraw,Mín an Lábáin,15.0,54.9785065,-7.918234158649481
657,Crohy,An Machaire,70.0,54.91194399999999,-8.441944
658,Crohyboyle,An Clochán Liath,31.0,54.9772946,-8.3099617
659,Crolly,Machaire Chlochair,119.0,55.01446345,-8.243992919097469
660,Cronaguiggy,Machaire Chlochair,35.0,55.009151,-8.271927
661,Cronalaghy,Gleneely,34.0,54.737821700000005,-7.733753
662,Cronkeeran,Maol Mosóg,42.0,54.747222,-8.376667
663,Cross (ED Killea),Killea,24.0,54.955278,-7.486944
664,Cross (ED Whitecastle),Whitecastle,28.0,55.1548002,-7.230114396660308
665,Crossconnell,Dunaff,51.0,55.2746517,-7.443347734604659
666,Crossogs,Killymasny,19.0,54.929669,-7.8929590285856595
667,Crovehy,Cró Bheithe,57.0,54.963539000000004,-8.290805682452168
668,Crowanrudda,Cró Chaorach,8.0,54.67450229999999,-8.537117643020947
669,Croweighter,Cró Chaorach,19.0,54.70172715,-8.580176311617508
670,Crowkeeragh,Cró Chaorach,8.0,54.669722,-8.567778
671,Crowlar,Cró Chaorach,18.0,54.7033438,-8.54849037696145
672,Crownasillagh,An Leargaidh Mhór,8.0,54.65255360000001,-8.536307096622952
673,Cruickaghmore,Inis Mhic an Doirn,66.0,54.97844315,-8.396011432654989
674,Cruit Lower,Inis Mhic an Doirn,10.0,55.03915025,-8.421320534463524
675,Cruit Upper,Inis Mhic an Doirn,50.0,55.02224185,-8.414757791504865
676,Crumlin (ED Glengesh),Gleann Gheis,39.0,54.76055600000001,-8.455556
677,Cuilly,Tullynaught,21.0,54.640672200000004,-8.046979290195331
678,Culdaff,Culdaff,85.0,55.286966500000005,-7.166544
679,Culdaff Glebe,Culdaff,13.0,55.28699415,-7.134123527519598
680,Culineen,Redcastle,90.0,55.16514545,-7.14844945061644
681,Cullion (ED Corravaddy),Corravaddy,80.0,54.9354379,-7.712438907415928
682,Cullion (ED Lettermacaward),Leitir Mhic an Bhaird,19.0,54.844279,-8.334483743855785
683,Cullionboy,Clogher,53.0,54.68579345000001,-7.968318552308147
684,Culoort,Ardmalin,62.0,55.34944399999999,-7.345
685,Cunlin,Killybegs,21.0,54.6601281,-8.44508142896719
686,Curragh,Corravaddy,22.0,54.9235732,-7.7217698
687,Curraghafeaghan,Tieveskeelta,15.0,54.67214015,-8.397998579313423
688,Curraghalane,Clonleigh South,251.0,54.82397975,-7.499355372072802
689,Curraghlea,Gortnavern,66.0,54.979211600000006,-7.6899368
690,Curraghomongan,Stranorlar,198.0,54.817272100000004,-7.8421753
691,Currin,An Tearmann,84.0,55.05083925,-7.8277371968837866
692,Currynanerriagh,Gleann Léithín,30.0,54.8578775,-8.165201026369369
693,Cuskry Glebe,Cill Charthaigh,12.0,54.650918999999995,-8.619227
694,Cuttymanhill,St. Johnstown,13.0,54.9022191,-7.4613986684548035
695,Dargan,Grianfort,8.0,55.20820035,-7.6627925214833565
696,Darney,Dunkineely,77.0,54.6382265,-8.376258759958661
697,Deenystown,Castlewray,40.0,54.981233499999995,-7.668587575698815
698,Deer Park West,Castleforward,12.0,55.00378865,-7.481409421775508
699,Demesne,Cloghard,43.0,54.7956944,-7.599067988310231
700,Dernacally,Killea,11.0,54.94861160000001,-7.461522
701,Derries (ED Cavangarden),Cavangarden,58.0,54.5649288,-8.061057881477225
702,Derries (ED Glenties),Na Gleannta,76.0,54.77664059999999,-8.29114909643826
703,Derriscligh,An Tearmann,35.0,55.09002579999999,-7.84651474681461
704,Derrora,Templedouglas,74.0,54.96175,-7.904109159521407
705,Derryart,Ards,26.0,55.14783885,-7.93218925561464
706,Derrybeg (ED Magheraclogher),Machaire Chlochair,118.0,55.078211100000004,-8.289122099999998
707,Derrycassan,Ros Goill,45.0,55.20696875,-7.85359060997334
708,Derryconor,Gort an Choirce,161.0,55.11758029999999,-8.199844848324313
709,Derrydruel Lower,An Machaire,5.0,54.90905725,-8.366598700666977
710,Derrydruel Upper,An Machaire,33.0,54.91097020000001,-8.344310247380486
711,Derryfad,Caisleán na dTuath,6.0,55.0962955,-7.874264307085808
712,Derryharriff Glebe,An Craoslach,38.0,55.13472795,-7.932662651505554
713,Derryhirk,Bonnyglen,6.0,54.668181,-8.252741349668657
714,Derrykillew,Cliff,28.0,54.49721195,-8.056711554231052
715,Derrylahan (ED Kilcar),Cill Charthaigh,98.0,54.640278,-8.628889
716,Derryleconnell Far,Leitir Mhic an Bhaird,24.0,54.90889525,-8.245436567850508
717,Derryleconnell Near,Leitir Mhic an Bhaird,27.0,54.90226070000001,-8.263747674686112
718,Derrynacarrow,An Dúchoraidh,58.0,54.91349775000001,-8.226299205432191
719,Derrynagrial,An Dúchoraidh,6.0,54.923559700000006,-8.212040935064543
720,Derrynamansher,Anagaire,35.0,55.0365257,-8.281369687740575
721,Derrynanaspol,An Dúchoraidh,10.0,54.94207685,-8.198618811615415
722,Derryness,Dawros,23.0,54.786667,-8.443056
723,Derryreel,Na Croisbhealaí,137.0,55.13932955,-8.008939029918075
724,Derryvane,Kilderry,98.0,55.05526535,-7.31824404293563
725,Devlin or Barr of Ballyconnell,Na Croisbhealaí,10.0,55.07572,-8.001889
726,Devlinmore,Creamhghort,50.0,55.1610708,-7.7110966296290275
727,Devlinreagh,Creamhghort,81.0,55.16748705,-7.733532247651143
728,Doagh,Ros Goill,19.0,55.22205615,-7.850185575849407
729,Doagh Beg,Fánaid Thuaidh,55.0,55.25083299999999,-7.624444
730,Doagh More,Fánaid Thiar,31.0,55.22205945,-7.7658680900143695
731,Doaghcrabbin,Fánaid Thuaidh,12.0,55.23019205,-7.6104576208635475
732,Donaghmore Glebe,Castlefinn,16.0,54.80825725,-7.609204557906378
733,Donegal,Donegal,473.0,54.92075415,-7.95238521465131
734,Dooballagh,Magheraboy,84.0,54.907622200000006,-7.7047117
735,Doobally,Ballyshannon Rural,11.0,54.50501415,-8.120950950250313
736,Doocashel Glebe,Ards,44.0,55.14811075,-7.907709341992495
737,Doochill North,Ard an Rátha,51.0,54.7686411,-8.387470705721658
738,Dooey (ED Kilgoly),Cill Ghabhlaigh,14.0,54.70491985,-8.741109840113154
739,Dooey (ED Lettermacaward),Leitir Mhic an Bhaird,68.0,54.869095900000005,-8.3702097
740,Dooghan,Castlefinn,14.0,54.825453,-7.604161
741,Dooish (ED Dooish),Dooish,234.0,54.7969547,-7.849494864461567
742,Dooish (ED Treantamucklagh),Treantaghmucklagh,51.0,54.93055699999999,-7.526733
743,Doon,An Tearmann,39.0,55.0293568,-7.82301753338265
744,Doon Glebe,Ballymacool,186.0,54.941692700000004,-7.8293296
745,Doonalt,Cill Ghabhlaigh,27.0,54.706389,-8.7525
746,Doonan,Donegal,123.0,54.65819535,-8.12700977710993
747,Doorabble,Kincraigy,19.0,54.9246328,-7.578375598188263
748,Dooros,Clonleigh South,12.0,54.823296,-7.546129300314035
749,Dore,Machaire Chlochair,272.0,55.043056,-8.268333
750,Downies,Ros Goill,87.0,55.19564125,-7.856235720927288
751,Drean,Manorcunningham,11.0,54.96883675,-7.606489321321992
752,Dreenan,Knock,143.0,55.168093999999996,-7.450311900000001
